Nr.;Anrede;Vorname;Nachname;Stadt;Alter;Bundesland
1177;Frau;Hartwald;Fitschen;Lutzhorn;01;Schleswig-Holstein
1178;Herr;Marilen;Ungar;Damnatz;00;Niedersachsen
1179;Frau;Anselm;Schwegmann;Emmerting;95;Bayern
1180;Frau;Dennis;Neukirch;Fleringen;56;Rheinland-Pfalz
1181;Frau;Alrik;Schüler;Herrsching am Ammersee;90;Bayern
1182;Herr;Flora;Limmer;Gladbeck;80;Nordrhein-Westfalen
1183;Frau;Lorelies;Hilse;Darmstadt;86;Hessen
1184;Frau;Gerlinde;Hanne;Eydelstedt;15;Niedersachsen
1185;k.A.;Marike;Wolpert;Ulm;51;Baden-Württemberg
1186;Frau;Ludolf;Harwardt;Bad Bramstedt;27;Schleswig-Holstein
1187;Herr;Siegberta;Karge;Oldsum;01;Schleswig-Holstein
1188;Frau;Lotti;Steinfeld;Nürnberg;47;Bayern
1189;Frau;Alphonsus;Führer;Simonsberg;26;Schleswig-Holstein
1190;Herr;Rudolph;Schwenke;Bochum;17;Nordrhein-Westfalen
1191;Frau;Ilsa;Schnitzer;Echzell;91;Hessen
1192;Frau;Hansgünther;Nees;Rödersheim-Gronau;69;Rheinland-Pfalz
1193;k.A.;Gottwalt;Wünsche;Sandesneben;82;Schleswig-Holstein
1194;Frau;Burgfried;Wagner;Scheibenhardt;36;Rheinland-Pfalz
1195;Herr;Giselbert;Wehrle;Westoverledingen;85;Niedersachsen
1196;Frau;Thassilo;McBride;Lauterbach;55;Baden-Württemberg
1197;Herr;Annelotte;Steinbrenner;München;63;Bayern
1198;Frau;Sixtus;Heesch;Oberwörresbach;82;Rheinland-Pfalz
1199;Herr;Gismar;Seifert;Ehra-Lessien;08;Niedersachsen
1200;Herr;Thea;Heyne;Geisenheim;22;Hessen
1201;Herr;Lara;Knauth;Geusa;81;Sachsen-Anhalt
1202;Herr;Hansjörg;Renneberg;Unnau;80;Rheinland-Pfalz
1203;Herr;Heimbert;Hofstetter;Lambsborn;62;Rheinland-Pfalz
1204;Herr;Jennifer;Blunck;Fischen;13;Bayern
1205;Frau;Mina;Behring;Höfen an der Enz;98;Baden-Württemberg
1206;Herr;Rupertus;Mengel;Kruchten;81;Rheinland-Pfalz
1207;Frau;Hansmartin;Fährmann;Duisburg;07;Nordrhein-Westfalen
1208;Frau;Liliane;Auer;Hanau;79;Hessen
1209;Herr;Dorothea;Pretzsch;Müllenbach;37;Rheinland-Pfalz
1210;Herr;Sidonius;Durchstechen;Föckelberg;68;Rheinland-Pfalz
1211;Herr;Maritta;Bichler;Morschheim;29;Rheinland-Pfalz
1212;k.A.;Gerd;Dietzel;Neudorf-Bornstein;70;Schleswig-Holstein
1213;Frau;Godelind;Noack;Albersweiler;40;Rheinland-Pfalz
1214;k.A.;Matthäus;Handschuh;Langenfeld;20;Rheinland-Pfalz
1215;Herr;Hoimar;Gratz;Neuendettelsau;11;Bayern
1216;k.A.;Cäzilie;Heidtmann;Ammersbek;41;Schleswig-Holstein
1217;Frau;Dorette;Liehr;Frankfurt am Main;52;Hessen
1218;Frau;Just;Siemers;Bürdenbach;67;Rheinland-Pfalz
1219;k.A.;Lisel;Maxeiner;Rumbach;77;Rheinland-Pfalz
1220;Herr;Fiona;Jungk;Pintesfeld;59;Rheinland-Pfalz
1221;Herr;Hanshelmut;Zeiger;Oberöfflingen;63;Rheinland-Pfalz
1222;Herr;Lya;Eismann;Gelsenkirchen;52;Nordrhein-Westfalen
1223;k.A.;Cäcilie;Eismann;Üdersdorf;76;Rheinland-Pfalz
1224;Herr;Gotelind;Konrad;Mucheln;92;Schleswig-Holstein
1225;Frau;Karlpeter;Jens;Neulehe;26;Niedersachsen
1226;Herr;Burga;Hickmann;Wuppertal;55;Nordrhein-Westfalen
1227;Herr;Ewald;Engler;Friedenweiler;85;Baden-Württemberg
1228;Frau;Ludolf;Axmann;Caan;45;Rheinland-Pfalz
1229;Frau;Emely;Gutowski;Sankt Katharinen;03;Rheinland-Pfalz
1230;Frau;Traudlinde;Schorer;Ellwangen;81;Baden-Württemberg
1231;Frau;Eckhardt;Six;Bonn;31;Nordrhein-Westfalen
1232;Frau;Mina;Alisch;Palling;16;Bayern
1233;Frau;Xaverius;Axt;Romrod;80;Hessen
1234;Herr;Hellmut;Krauter;Wied;35;Rheinland-Pfalz
1235;Herr;Hildmar;Groeger;Mittweida;07;Sachsen
1236;Frau;Nordrun;Sonnleitner;Matzerath;42;Rheinland-Pfalz
1237;Frau;Ottilie;Rudnik;Münster;27;Nordrhein-Westfalen
1238;k.A.;Theobert;Mindermann;Ladbergen;64;Nordrhein-Westfalen
1239;Frau;Friedbert;Walde;Riegelsberg;45;Saarland
1240;Herr;Christa;Brech;Brennberg;58;Bayern
1241;Frau;Arnfried;Hagge;Jettingen;51;Baden-Württemberg
1242;Frau;Hiltraud;Görtz;Zülpich;16;Nordrhein-Westfalen
1243;Frau;Amelie;Höfs;Irmtraut;62;Rheinland-Pfalz
1244;Herr;Torben;Boschert;Strüth;69;Rheinland-Pfalz
1245;Herr;Svenja;Thier;Wittenau;90;Berlin
1246;Frau;Biggi;Hassel;Düsseldorf;35;Nordrhein-Westfalen
1247;Frau;Anica;Kath;Becheln;22;Rheinland-Pfalz
1248;k.A.;Heini;Langheinrich;Holzen;65;Niedersachsen
1249;Frau;Hildemar;Demirci;Tussenhausen;24;Bayern
1250;Herr;Raimond;Sielemann;Schwandorf;22;Bayern
1251;Herr;Reinold;Kohls;Ronshausen;83;Hessen
1252;Herr;Angela;Tillmann;Erkner;01;Brandenburg
1253;Herr;Thorsten;Nagel;Braunschweig;15;Niedersachsen
1254;Frau;Silvana;Deck;Osterrönfeld;90;Schleswig-Holstein
1255;Herr;Huldine;Dürkop;Essen;12;Nordrhein-Westfalen
1256;Frau;Emmi;Lindinger;Braunfels;21;Hessen
1257;Herr;Ingo;Stelljes;Hellertshausen;79;Rheinland-Pfalz
1258;Herr;Burghilde;Schoen;Bestwig;20;Nordrhein-Westfalen
1259;k.A.;Zeno;Hirtz;Gremersdorf;01;Schleswig-Holstein
1260;Frau;Elizabeth;Leger;Bliedersdorf;44;Niedersachsen
1261;Frau;Karlheiner;Erickson;Oettingen;69;Bayern
1262;Herr;Heidemaria;Scharf;Esterwegen;23;Niedersachsen
1263;Frau;Liselore;Beitz;Heede;08;Niedersachsen
1264;k.A.;Elgine;Stanley;Wald-Michelbach;22;Hessen
1265;Frau;Karlfrieder;Dachs;Bondorf;62;Baden-Württemberg
1266;Frau;Ehrhardt;Bieger;Öschelbronn;78;Baden-Württemberg
1267;Frau;Cäcilia;Zürn;Ulm;94;Baden-Württemberg
1268;Frau;Dietolf;Manthey;Iserlohn;62;Nordrhein-Westfalen
1269;Frau;Carin;Erkens;Wieblitz-Eversdorf;29;Sachsen-Anhalt
1270;Herr;Heideliese;Schumacher;Stahlhofen;59;Rheinland-Pfalz
1271;Herr;Burgunda;Wuttig;Overath;24;Nordrhein-Westfalen
1272;Frau;Kareen;Sitter;Drage;63;Niedersachsen
1273;Herr;Reinbert;Norden;Neufeld;51;Schleswig-Holstein
1274;Frau;Volkmar;Hinck;Bonn;75;Nordrhein-Westfalen
1275;Frau;Franka;Umbreit;Bordesholm;00;Schleswig-Holstein
1276;Frau;Rieke;Land;Krüzen;84;Schleswig-Holstein
1277;k.A.;Philipine;Bengel;Bühlertann;07;Baden-Württemberg
1278;Frau;Gerburg;Pfeffer;Niederbachheim;41;Rheinland-Pfalz
1279;Herr;Otthard;Deutschmann;Karlsfeld;81;Bayern
1280;Frau;Herrmann;Zander;Barsbek;66;Schleswig-Holstein
1281;Herr;Eginhard;Gatz;Hergenfeld;34;Rheinland-Pfalz
1282;Herr;Marianne;Kick;Beltheim;82;Rheinland-Pfalz
1283;Herr;Katrin;Schaaf;Wahlenau;94;Rheinland-Pfalz
1284;Herr;Gitti;Neuendorf;Norstedt;51;Schleswig-Holstein
1285;Frau;Albert;Scheiner;Clausthal-Zellerfeld;29;Niedersachsen
1286;Herr;Karena;Scheler;Schoningen;84;Niedersachsen
1287;Frau;Sigbert;Hübenthal;Memmingen;51;Bayern
1288;Herr;Senta;Magg;Hattert;80;Rheinland-Pfalz
1289;Herr;Wilmhard;Schürer;Freudenstadt;78;Baden-Württemberg
1290;Frau;Dörte;Elstner;Elskop;06;Schleswig-Holstein
1291;k.A.;Josefine;Burgard;Gaißach;53;Bayern
1292;Frau;Matthis;Stahlberg;Ellefeld;16;Sachsen
1293;Herr;Lina;Ford;Martinstein;91;Rheinland-Pfalz
1294;Herr;Christiana;Weck;Basedow;11;Mecklenburg-Vorpommern
1295;Frau;Wigbert;Holsten;Tümlauer Koog;78;Schleswig-Holstein
1296;Herr;Regelindis;Wilken;Kirschroth;62;Rheinland-Pfalz
1297;Frau;Jolanthe;Raür;Sontheim an der Brenz;44;Baden-Württemberg
1298;Herr;Hilar;Neuber;Ransbach-Baumbach;44;Rheinland-Pfalz
1299;Herr;Engelhardt;Heitkamp;Cambs;92;Mecklenburg-Vorpommern
1300;Herr;Lia;Klöckner;Kist;82;Bayern
1301;Herr;Rudolfina;Homburg;Perscheid;47;Rheinland-Pfalz
1302;Herr;Baptist;Gerlich;Steinbach;74;Rheinland-Pfalz
1303;Herr;Osmund;Wever;Ahrenshöft;88;Schleswig-Holstein
1304;k.A.;Verena;Speth;Schermbeck;90;Nordrhein-Westfalen
1305;Herr;Nortrun;Pollack;Lengenwang;51;Bayern
1306;Herr;Gerlind;Priester;Menden;84;Nordrhein-Westfalen
1307;Frau;Günter;Wank;Stade;85;Niedersachsen
1308;Herr;Wolfhart;Butsch;Ettenstatt;76;Bayern
1309;Frau;Alena;Gartner;Mainz am Rhein;31;Rheinland-Pfalz
1310;Herr;Annelen;Pelikan;Kaltenengers;72;Rheinland-Pfalz
1311;k.A.;Degenhard;Niebling;Flomborn;98;Rheinland-Pfalz
1312;k.A.;Dorena;Wege;Schüller;73;Rheinland-Pfalz
1313;Herr;Otmar;Blech;Dornhan;16;Baden-Württemberg
1314;Herr;Friderika;Kreißl;Adendorf;20;Niedersachsen
1315;Frau;Hildebrand;Feil;Eisighofen;90;Rheinland-Pfalz
1316;k.A.;Daniela;Zingler;Auerbach;43;Sachsen
1317;Frau;Emely;Redmann;Iggingen;88;Baden-Württemberg
1318;Herr;Tobias;Bernhardt;Oberderdingen;18;Baden-Württemberg
1319;Herr;Gerhild;Mitchell;Niederbrombach;70;Rheinland-Pfalz
1320;Frau;Gotelind;Bolle;Börfink;53;Rheinland-Pfalz
1321;Frau;Nike;Wetter;Haina;04;Hessen
1322;Frau;Gerhart;Listl;Potsdam;17;Brandenburg
1323;Frau;Evelinde;Bühner;Boms;80;Baden-Württemberg
1324;k.A.;Louisa;Mietzner;Frankfurt am Main;42;Hessen
1325;Herr;Altrud;Siegle;Mesenich;63;Rheinland-Pfalz
1326;Herr;Elfrieda;Ranft;Kaiserslautern;70;Rheinland-Pfalz
1327;Herr;Carlotta;Fest;Sehlde;43;Niedersachsen
1328;Frau;Ingetraud;Mann;Holm;26;Schleswig-Holstein
1329;k.A.;Ilselore;Markl;Eching am Ammersee;97;Bayern
1330;Herr;Emanuel;Knobloch;Evessen;03;Niedersachsen
1331;Frau;Brünhild;Parks;Kittlitz;04;Schleswig-Holstein
1332;Herr;Ingowart;Falkner;Wietmarschen;70;Niedersachsen
1333;Herr;Gotthelf;Sachs;Solingen;17;Nordrhein-Westfalen
1334;Frau;Ermenfried;Wurzer;Großweil;19;Bayern
1335;k.A.;Edit;Scheider;Heidmühlen;15;Schleswig-Holstein
1336;Frau;Frohlinde;Kuntze;Kleinlangenfeld;26;Rheinland-Pfalz
1337;Herr;Adelinde;Listl;Schonach;47;Baden-Württemberg
1338;Herr;Gerwald;Raithel;Bollschweil;51;Baden-Württemberg
1339;k.A.;Willy;Meise;Brenk;93;Rheinland-Pfalz
1340;Frau;Rigbert;Reitmeier;Steffeln;77;Rheinland-Pfalz
1341;Frau;Ilka;Schröck;Donsieders;21;Rheinland-Pfalz
1342;Frau;Gesine;Wengert;Bremberg;36;Rheinland-Pfalz
1343;Frau;Wilmhard;Ploch;Kefenrod;78;Hessen
1344;k.A.;Hannsgeorg;Schroer;Aicha vorm Wald;59;Bayern
1345;Frau;Elisabeth;Wernet;Weiden;45;Rheinland-Pfalz
1346;Frau;Henri;Haußmann;Aichtal;60;Baden-Württemberg
1347;Frau;Isolde;Thul;Geisleden;48;Thüringen
1348;Frau;Frowine;Mertz;Weißenohe;16;Bayern
1349;Herr;Lya;Reichwein;Scharbeutz;91;Schleswig-Holstein
1350;Herr;Erwin;Wickel;Stockheim;88;Bayern
1351;Frau;Roslinda;Leeb;Arlewatt;31;Schleswig-Holstein
1352;k.A.;Cornelius;Stellmach;Datteln;96;Nordrhein-Westfalen
1353;k.A.;Sabinchen;Kuhnle;Kudensee;59;Schleswig-Holstein
1354;Frau;Bertwald;Merkert;Ramsen;97;Rheinland-Pfalz
1355;Frau;Sylke;Ahrend;Untermerzbach;91;Bayern
1356;Herr;Editha;Rotter;Oberweiler;41;Rheinland-Pfalz
1357;Frau;Egmont;Steinhaus;Troisdorf;30;Nordrhein-Westfalen
1358;Herr;Irmtrud;Volz;Lautrach;88;Bayern
1359;Herr;Freimuth;Figueroa;Steinbach;10;Rheinland-Pfalz
1360;Herr;John;Bollig;Friesoythe;50;Niedersachsen
1361;Frau;Lotte;Flock;Nettetal;89;Nordrhein-Westfalen
1362;Herr;Siegfried;Both;Bayerbach;03;Bayern
1363;Frau;Roslinda;Waller;Freiburg;54;Baden-Württemberg
1364;Frau;Hildebert;Schopf;Nürnberg;72;Bayern
1365;Frau;Hadmut;Wicht;Rückeroth;20;Rheinland-Pfalz
1366;Herr;Senta;Rausch;Breddenberg;69;Niedersachsen
1367;Frau;Jobst;Kuhnert;Risum-Lindholm;79;Schleswig-Holstein
1368;Herr;David;Summer;Edenkoben;29;Rheinland-Pfalz
1369;Herr;Balthasar;Thon;Böhen;57;Bayern
1370;Frau;Luc;Portz;Mittelreidenbach;03;Rheinland-Pfalz
1371;Frau;Jolande;Felgenhauer;Brunsbek;91;Schleswig-Holstein
1372;Frau;Angela;Poth;Kassel;96;Hessen
1373;Herr;Reinhardine;Waters;Altenmarkt an der Alz;12;Bayern
1374;Frau;Adela;Hohenberger;Eggermühlen;45;Niedersachsen
1375;Frau;Oswin;Rose;Ravenstein;58;Baden-Württemberg
1376;Frau;Rosemaria;Duran;Hilden;53;Nordrhein-Westfalen
1377;Herr;Sieghard;Schwarting;Datteln;12;Nordrhein-Westfalen
1378;Herr;Anette;Großhans;Ehingen am Ries;84;Bayern
1379;Herr;Rosi;Düring;Heiligenwald;66;Saarland
1380;Herr;Hubertina;Dötsch;Brimingen;63;Rheinland-Pfalz
1381;Frau;Barthold;Schirm;Neuhausen;03;Baden-Württemberg
1382;Frau;Yannick;Weißer;Hamburg;53;Hamburg
1383;Frau;Friedhard;Holsten;Regesbostel;53;Niedersachsen
1384;Herr;Raimar;Hendriks;Netphen;79;Nordrhein-Westfalen
1385;Herr;Constance;Fahr;Mertingen;18;Bayern
1386;Herr;Winnimar;Holder;Salzgitter;55;Niedersachsen
1387;Frau;Dietmar;Jockel;Pollhagen;46;Niedersachsen
1388;Herr;Gunhild;Ewen;Kusel;52;Rheinland-Pfalz
1389;Herr;Luke;Griffin;Bocholt;20;Nordrhein-Westfalen
1390;Herr;Thomas;Sinner;Gipperath;09;Rheinland-Pfalz
1391;Frau;Piet;Rabenstein;Leese;60;Niedersachsen
1392;Herr;Maleen;Salewski;Kriegsfeld;44;Rheinland-Pfalz
1393;Frau;Frieda;Jan;Esslingen am Neckar;46;Baden-Württemberg
1394;Herr;Leona;Thienel;Hilden;24;Nordrhein-Westfalen
1395;Herr;Eberhart;Proske;Oberdachstetten;25;Bayern
1396;Frau;Noa;Ernstberger;Künzell;19;Hessen
1397;k.A.;Valentin;Zenk;Übereisenbach;04;Rheinland-Pfalz
1398;Frau;Reinald;Ceylan;Neumarkt-Sankt Veit;51;Bayern
1399;Herr;Luzia;Weinzierl;Bad Vilbel;99;Hessen
1400;Frau;Katharina;Buder;Moritz;80;Sachsen-Anhalt
1401;Frau;Willibert;Wuttig;Roxheim;44;Rheinland-Pfalz
1402;Herr;Wennemar;Dengler;Oberreichenbach;53;Baden-Württemberg
1403;Frau;Susan;Dams;Lastrup;76;Niedersachsen
1404;Frau;Elgine;Berk;Langenbach;90;Rheinland-Pfalz
1405;Frau;Hanfried;Reinert;Hardthof;24;Baden-Württemberg
1406;Herr;Paulinus;Prang;Bad Tölz;53;Bayern
1407;Frau;Wilfriede;Polenz;Helmstedt;29;Niedersachsen
1408;Herr;Rasso;Winckler;Rothenbach;46;Rheinland-Pfalz
1409;Frau;Hansjörn;Lamp;Neuburg an der Kammel;21;Bayern
1410;Frau;Siegert;Baden;Bremerhaven;60;Bremen
1411;Frau;Wendemar;Pflüger;Gottenheim;18;Baden-Württemberg
1412;k.A.;Friedewald;Petzel;Adenstedt;36;Niedersachsen
1413;Herr;Sigunde;Wobbe;Hohenstadt;87;Baden-Württemberg
1414;Frau;Lion;Ernstberger;Gonbach;46;Rheinland-Pfalz
1415;Frau;Sigfried;Kimmel;Dortmund;41;Nordrhein-Westfalen
1416;Herr;Mira;Anke;Minfeld;24;Rheinland-Pfalz
1417;Herr;Berthilde;Oettel;Hausen;96;Bayern
1418;Frau;Veronica;Nebelung;Torgelow;47;Mecklenburg-Vorpommern
1419;Herr;Timm;Jackisch;Iserlohn;77;Nordrhein-Westfalen
1420;Herr;Marzellus;Kegel;Bayerisch Gmain;30;Bayern
1421;Herr;Ekhard;Wanninger;Bürstadt;21;Hessen
1422;Herr;Olf;Dix;Nauheim;04;Hessen
1423;Frau;Runald;Hagner;Kriesow;32;Mecklenburg-Vorpommern
1424;Frau;Lisl;Ambros;Reich;77;Rheinland-Pfalz
1425;Herr;Teresa;Halbig;Abenberg;62;Bayern
1426;Herr;Helmtraud;Prem;Densborn;59;Rheinland-Pfalz
1427;Herr;Siegmar;Stahn;Osnabrück;53;Niedersachsen
1428;Frau;Burgunda;Heidemann;Essen;23;Niedersachsen
1429;Herr;Germar;Krömer;Bergheim;49;Nordrhein-Westfalen
1430;Frau;Sigward;Kiessling;Neuburg an der Donau;26;Bayern
1431;Frau;Jochen;Rech;Wehr;27;Baden-Württemberg
1432;Frau;Babette;Hilgenberg;Holsthum;06;Rheinland-Pfalz
1433;Herr;Liesegret;Launisch;Feilsdorf;11;Rheinland-Pfalz
1434;Frau;Daniel;Spohn;Alsbach;66;Rheinland-Pfalz
1435;Herr;Ortwin;Bartnik;Axstedt;24;Niedersachsen
1436;k.A.;Alois;Graff;Dornburg;07;Hessen
1437;Frau;Gerlinde;Hornung;Flonheim;98;Rheinland-Pfalz
1438;Herr;Ruthard;Pappert;Wetschen;66;Niedersachsen
1439;Herr;Irmin;Kneisel;Welterod;82;Rheinland-Pfalz
1440;Frau;Sören;Fehrmann;Urmersbach;98;Rheinland-Pfalz
1441;Herr;Luzia;Diedrich;Reckenroth;69;Rheinland-Pfalz
1442;Herr;Viktor;Hauswald;Winsen;81;Niedersachsen
1443;Frau;Desiree;Kilinc;Reichelsheim;39;Hessen
1444;Frau;Günter;Helfrich;Venhaus;77;Niedersachsen
1445;Herr;Volkhart;Limberg;Weidenbach;92;Rheinland-Pfalz
1446;k.A.;Wolfeckart;Schlegelmilch;Wöllstein;24;Rheinland-Pfalz
1447;Herr;Wilhelm;Melzer;Trochtelfingen;15;Baden-Württemberg
1448;Frau;Raingardis;Dreger;Rümmelsheim;84;Rheinland-Pfalz
1449;Herr;Ingfried;Helmke;Lohfelden;22;Hessen
1450;Herr;Alheid;Kestel;Pfungstadt;37;Hessen
1451;Frau;Isidor;Follmann;Schelklingen;87;Baden-Württemberg
1452;Frau;Egomar;Eckhard;Braunschweig;41;Niedersachsen
1453;Herr;August;Strempel;Bremen;94;Bremen
1454;Herr;Runhild;Lindt;Magdeburg;21;Sachsen-Anhalt
1455;Herr;Erdwin;Meilen;Hunzel;64;Rheinland-Pfalz
1456;Herr;Guido;Class;Tittmoning;77;Bayern
1457;Frau;Trauthilde;Schoch;Gräfendorf;17;Bayern
1458;Frau;Daniel;Leven;Kehlbach;86;Rheinland-Pfalz
1459;Herr;Klausdieter;Kirchberg;Johannesberg;18;Bayern
1460;Frau;Sidonie;Gessner;Teningen;25;Baden-Württemberg
1461;Frau;Nortrud;Kocak;Langenselbold;38;Hessen
1462;Frau;Marie;Dauth;Hirschhorn;66;Rheinland-Pfalz
1463;Frau;Wilhardt;Baldwin;Schönau am Königssee;53;Bayern
1464;Herr;Liv;Koß;Tiefenbach;91;Bayern
1465;Herr;Sabrina;Fenske;Elsdorf;04;Niedersachsen
1466;Herr;Ronald;Bierbaum;Wuppertal;72;Nordrhein-Westfalen
1467;Frau;Sigenot;Waldeck;Saustrup;01;Schleswig-Holstein
1468;Frau;Ernstfried;Kohrt;Eberswalde;98;Brandenburg
1469;Herr;Gunthard;Both;Hinterbirkenhof;84;Baden-Württemberg
1470;Frau;Annehilde;Schäfers;Neu-Isenburg;66;Hessen
1471;Frau;Kyra;Scheunemann;Herzlake;03;Niedersachsen
1472;Frau;Welf;Münzel;Herten;54;Nordrhein-Westfalen
1473;Frau;Herbert;Sabine;Großharrie;97;Schleswig-Holstein
1474;Herr;Kriemhild;Kraut;Dietersburg;42;Bayern
1475;Herr;Annalene;Grab;Osterhorn;24;Schleswig-Holstein
1476;Herr;Elli;Klar;Neckartenzlingen;27;Baden-Württemberg
1477;k.A.;Daphne;Anker;Wachenheim;78;Rheinland-Pfalz
1478;Frau;Marika;Brust;Reit;33;Bayern
1479;Frau;Sibylla;Brummer;Werlte;33;Niedersachsen
1480;k.A.;Peggy;Stephani;Kötterichen;88;Rheinland-Pfalz
1481;Frau;Waldtraut;Bender;Düsseldorf;01;Nordrhein-Westfalen
1482;Herr;Werner;Höfling;Adelberg;31;Baden-Württemberg
1483;Frau;Arwin;Geimer;Baumholder;73;Rheinland-Pfalz
1484;Herr;Noa;Gehrlein;Paschel;39;Rheinland-Pfalz
1485;Herr;Aslind;Copeland;Rommersheim;05;Rheinland-Pfalz
1486;Herr;Annehild;Olk;Bülstedt;30;Niedersachsen
1487;Herr;Meinfried;Stenzel;Oldenburg;95;Niedersachsen
1488;k.A.;Anuschka;Linn;Nittendorf;86;Bayern
1489;k.A.;Oskar;Schweigert;Oberlangen;13;Niedersachsen
1490;Herr;Friedhild;Kneifel;Seesbach;06;Rheinland-Pfalz
1491;Herr;Irmlinde;Konnerth;Lauterstein;96;Baden-Württemberg
1492;Frau;Erhart;Vollert;Hüffenhardt;41;Baden-Württemberg
1493;Frau;Milan;Laske;Bötersen;19;Niedersachsen
1494;Herr;Yasmin;Möck;Stuhr;54;Niedersachsen
1495;Frau;Erno;Schneeberger;Stuttgart;43;Baden-Württemberg
1496;Herr;Fridulf;Sigmund;Münster;54;Nordrhein-Westfalen
1497;Frau;Edit;Menn;Mindelheim;65;Bayern
1498;Herr;Erik;Giesecke;Delmenhorst;55;Niedersachsen
1499;Herr;Joana;Jenner;Kolbingen;11;Baden-Württemberg
1500;Herr;Falkhard;Junker;Elzach;10;Baden-Württemberg
1501;Herr;Agathe;Greven;Kriftel;66;Hessen
1502;Herr;Celina;Borsch;Kircheib;32;Rheinland-Pfalz
1503;Frau;Bertwalda;Knispel;Dautphetal;99;Hessen
1504;Frau;Paulinus;Büning;Weinbach;64;Hessen
1505;Herr;Reinald;Loske;Bissingen;13;Bayern
1506;k.A.;Cäcilie;Reichardt;Welkenbach;83;Rheinland-Pfalz
1507;Herr;Tobias;Heindl;Schwaigern;92;Baden-Württemberg
1508;Frau;Adeltraut;Eberhard;Weyarn;90;Bayern
1509;Herr;Simpert;Pearson;Niendorf;49;Schleswig-Holstein
1510;Frau;Alissa;Tissen;Steißlingen;38;Baden-Württemberg
1511;Frau;Berno;Colditz;Almstedt;27;Niedersachsen
1512;Frau;Abraham;Malchow;Düsseldorf;68;Nordrhein-Westfalen
1513;Frau;Klothildis;Sherman;Bremen;33;Bremen
1514;Herr;Marinette;Meisner;Riestedt;69;Sachsen-Anhalt
1515;Frau;Arwed;Rauh;Neuhäusel;52;Rheinland-Pfalz
1516;Frau;Daniel;Heimerl;Ahlden;86;Niedersachsen
1517;Herr;Heide;Anselm;Ratzert;26;Rheinland-Pfalz
1518;Frau;Christopher;Wacker;Gerolfingen;91;Bayern
1519;Frau;Nicole;Bertele;Iserlohn;89;Nordrhein-Westfalen
1520;Frau;Rosie;Michalak;Reute;11;Baden-Württemberg
1521;Herr;Ulla;Schepers;Besigheim;11;Baden-Württemberg
1522;Herr;Folkhart;Bachmann;Herschbach;42;Rheinland-Pfalz
1523;Frau;Bodomar;Grein;Fahrenbach;50;Baden-Württemberg
1524;k.A.;Melisande;Westenberger;Koxhausen;38;Rheinland-Pfalz
1525;Herr;Karlgeorg;Dohm;Mariental;49;Niedersachsen
1526;Herr;Hella;Ilse;Bad Breisig;18;Rheinland-Pfalz
1527;Herr;Florentius;Helfrich;Tetenbüll;25;Schleswig-Holstein
1528;k.A.;Wilhelma;Mecke;Lohfelden;26;Hessen
1529;k.A.;Rieke;Stelzig;Saterland;26;Niedersachsen
1530;Herr;Fine;Köhnen;Lütz;23;Rheinland-Pfalz
1531;Frau;Siegwald;Vey;Weingarten;80;Baden-Württemberg
1532;Herr;Volrad;Mähler;Rodewald;51;Niedersachsen
1533;Frau;Friedlies;Heitzmann;Dahlen;09;Sachsen-Anhalt
1534;Frau;Klementine;Schoen;Emmelbaum;69;Rheinland-Pfalz
1535;Frau;Florian;Barnes;Ruppach-Goldhausen;00;Rheinland-Pfalz
1536;k.A.;Tilmann;Ermel;Lauterbach;48;Hessen
1537;Frau;Margaretha;Siller;Wincheringen;45;Rheinland-Pfalz
1538;Frau;Adolph;Weger;Wuppertal;71;Nordrhein-Westfalen
1539;Herr;Juli;Bünte;Beilingen;52;Rheinland-Pfalz
1540;Frau;Beat;Chmielewski;Burgholzhausen vor der Höhe;86;Hessen
1541;Herr;Aleyna;Sonne;Padenstedt;36;Schleswig-Holstein
1542;Herr;Chantall;Bausch;Utenbach;75;Sachsen-Anhalt
1543;Frau;Inkmar;Willeke;Mermuth;44;Rheinland-Pfalz
1544;Frau;Helfred;Ohlendorf;Kirchheim;90;Bayern
1545;Herr;Ricardo;Riegger;Westermoor;68;Schleswig-Holstein
1546;Herr;Nordfried;Schardt;Ratingen;25;Nordrhein-Westfalen
1547;Frau;Rolf;Henke;Achim;33;Niedersachsen
1548;Herr;Heinzpeter;Halm;Winsen;87;Niedersachsen
1549;Frau;Antonia;Bertsch;Gestratz;48;Bayern
1550;k.A.;Ernst;Buck;Sundern;98;Nordrhein-Westfalen
1551;Herr;Olf;Kühnle;Gägelow;55;Mecklenburg-Vorpommern
1552;Frau;Sylvia;Ray;Rheinböllen;37;Rheinland-Pfalz
1553;Herr;Elfy;Terlinden;Bad Harzburg;62;Niedersachsen
1554;Frau;Zacharias;Ströbele;Herren-Sulzbach;59;Rheinland-Pfalz
1555;Herr;Marielene;Lehmeier;Solingen;72;Nordrhein-Westfalen
1556;Herr;Ingelene;Kahler;Butzbach;53;Hessen
1557;Herr;Seppl;Schweikert;Abstatt;73;Baden-Württemberg
1558;Frau;Emanuel;Oetken;Halle;20;Sachsen-Anhalt
1559;Herr;Sighilde;Funck;Mickhausen;17;Bayern
1560;k.A.;Theobalda;Kasten;Bad Breisig;23;Rheinland-Pfalz
1561;Frau;Hildelies;Coskun;Geschendorf;36;Schleswig-Holstein
1562;Frau;Janne;Umlauf;Forbach;70;Baden-Württemberg
